State,Talent,Employment_2025,Growth_2024_2025_pct,Workforce_Density_pct,Demand_Pressure_pct,Projection_Base,Projection_2034,Annual_Openings,Projected_Growth_pct,Annual_Openings_Rate_pct,Demand_Intensity_Pctl,Supply_Density_Pctl,Balance_Index,Talent_Balance
Kansas,Technical,205290,-0.874,14.2808,9.886433250082465,212210,217390,20980,2.4409782762357946,9.886433250082465,43.13725490196079,84.31372549019608,-41.17647058823529,Surplus
Kentucky,Digital,39210,1.3964,1.9601,5.979224727641246,39470,41270,2360,4.560425639726384,5.979224727641246,23.52941176470588,17.647058823529413,5.8823529411764675,Balanced
Kentucky,Technical,302040,-2.709,15.0993,10.26859242366654,315720,327360,32420,3.686811098441667,10.26859242366654,64.70588235294117,92.15686274509804,-27.450980392156865,Surplus
Louisiana,Digital,26330,4.4841,1.3608,6.3944530046224966,25960,28120,1660,8.320493066255775,6.3944530046224966,50.98039215686274,1.9607843137254901,49.01960784313725,Shortage
Louisiana,Technical,228210,0.5552,11.7944,9.766355140186917,235400,242800,22990,3.143585386576042,9.766355140186917,37.254901960784316,52.94117647058824,-15.686274509803923,Surplus
Maine,Digital,15000,3.8062,2.3415,6.359945872801083,14780,15930,940,7.780784844384314,6.359945872801083,47.05882352941176,29.411764705882355,17.647058823529406,Shortage
Maine,Technical,73330,0.2872,11.4469,8.84838880084522,75720,73150,6700,-3.394083465398834,8.84838880084522,7.8431372549019605,49.01960784313725,-41.17647058823529,Surplus
Maryland,Digital,139610,0.0287,5.0528,6.43066344072329,157060,170590,10100,8.614542213166953,6.43066344072329,54.90196078431373,94.11764705882352,-39.21568627450979,Surplus
Maryland,Technical,216890,1.922,7.8497,9.333790032539818,233560,243090,21800,4.08032197294057,9.333790032539818,11.76470588235294,7.8431372549019605,3.92156862745098,Balanced
Massachusetts,Digital,153860,-1.7998,4.2297,5.9934318555008215,158340,167630,9490,5.867121384362761,5.9934318555008215,25.49019607843137,90.19607843137256,-64.70588235294119,Surplus
Massachusetts,Technical,326020,-1.0201,8.9624,9.521505051116085,330620,340250,31480,2.9127094549634025,9.521505051116085,19.607843137254903,19.607843137254903,0.0,Balanced
Michigan,Digital,126780,0.9636,2.8789,5.743886645844443,131270,135860,7540,3.4966100403748035,5.743886645844443,7.8431372549019605,52.94117647058824,-45.09803921568628,Surplus
Michigan,Technical,725150,-3.7701,16.4667,9.051695795689167,760410,744380,68830,-2.1080732762588594,9.051695795689167,9.803921568627452,96.07843137254902,-86.27450980392157,Surplus
Minnesota,Digital,95850,-1.652,3.2494,5.867995525272043,98330,103080,5770,4.830672226177168,5.867995525272043,13.725490196078432,70.58823529411765,-56.86274509803922,Surplus
Minnesota,Technical,359760,-2.4565,12.196,9.576311230114978,380940,384240,36480,0.8662781540400122,9.576311230114978,25.49019607843137,64.70588235294117,-39.21568627450981,Surplus
Mississippi,Digital,15920,-3.632,1.3688,7.674815235929505,17590,20750,1350,17.964752700397945,7.674815235929505,92.15686274509804,3.9215686274509802,88.23529411764706,Shortage
Mississippi,Technical,170940,-2.113,14.6978,10.691399662731872,177900,189250,19020,6.3799887577290715,10.691399662731872,86.27450980392157,86.27450980392157,0.0,Balanced
Missouri,Digital,88550,3.8953,3.016,6.4775776159448055,104360,113620,6760,8.8731314679954,6.4775776159448055,60.78431372549019,60.78431372549019,0.0,Balanced
Missouri,Technical,350800,-0.6148,11.948,10.125241613048429,377670,389540,38240,3.1429554902427936,10.125241613048429,52.94117647058824,60.78431372549019,-7.843137254901954,Balanced
Montana,Digital,9460,-1.8672,1.8492,5.83058305830583,9090,9430,530,3.7403740374037486,5.83058305830583,9.803921568627452,11.76470588235294,-1.9607843137254886,Balanced
Montana,Technical,49640,-2.552,9.7033,10.147707653942067,52130,55820,5290,7.078457701899099,10.147707653942067,56.86274509803921,23.52941176470588,33.33333333333333,Shortage
Nebraska,Digital,31220,-3.6717,3.0477,6.457142857142857,35000,38090,2260,8.82857142857143,6.457142857142857,58.82352941176471,64.70588235294117,-5.882352941176464,Balanced
Nebraska,Technical,131770,0.0456,12.8635,10.203063769148557,140350,145710,14320,3.819023868899185,10.203063769148557,62.745098039215684,76.47058823529412,-13.725490196078432,Balanced
Nevada,Digital,29810,8.7956,1.9213,7.049238398866454,28230,31820,1990,12.716967764789233,7.049238398866454,78.43137254901961,13.725490196078432,64.70588235294119,Shortage
Nevada,Technical,136560,0.2275,8.8016,11.339233894370285,137840,154830,15630,12.325885084155551,11.339233894370285,98.0392156862745,15.686274509803921,82.35294117647058,Shortage
New Hampshire,Digital,25440,11.9226,3.7232,6.012378426171529,22620,24100,1360,6.542882404951378,6.012378426171529,27.450980392156865,82.35294117647058,-54.901960784313715,Surplus
New Hampshire,Technical,80810,-0.8345,11.8266,9.60321324245375,82160,84840,7890,3.2619279454722427,9.60321324245375,27.450980392156865,54.90196078431373,-27.450980392156865,Surplus
New Jersey,Digital,154820,-5.8387,3.6125,5.9037726838586435,167520,176120,9890,5.133715377268389,5.9037726838586435,17.647058823529413,78.43137254901961,-60.7843137254902,Surplus
New Jersey,Technical,363220,2.2464,8.4751,10.00428105099802,373740,385930,37390,3.261625729116502,10.00428105099802,47.05882352941176,11.76470588235294,35.29411764705882,Shortage
New Mexico,Digital,20520,-13.709,2.356,7.062675397567821,21380,24140,1510,12.909260991580918,7.062675397567821,80.3921568627451,31.372549019607842,49.01960784313725,Shortage
New Mexico,Technical,93740,4.3875,10.7627,9.752879078694818,83360,88410,8130,6.058061420345484,9.752879078694818,33.33333333333333,38.23529411764706,-4.901960784313729,Balanced
New York,Digital,314780,4.9337,3.2492,5.727161768847996,319530,330790,18300,3.5239257659687606,5.727161768847996,5.88235294117647,68.62745098039215,-62.745098039215684,Surplus
New York,Technical,721000,-0.8744,7.4422,8.741189904319407,761910,728850,66600,-4.3390951687207195,8.741189904319407,3.9215686274509802,3.9215686274509802,0.0,Balanced
North Carolina,Digital,195720,4.3562,3.9605,6.578734858681024,185750,205070,12220,10.401076716016156,6.578734858681024,64.70588235294117,86.27450980392157,-21.5686274509804,Surplus
North Carolina,Technical,600740,-0.1695,12.1563,10.066046377091068,622290,642650,62640,3.271786466117077,10.066046377091068,49.01960784313725,62.745098039215684,-13.725490196078432,Balanced
North Dakota,Digital,6920,-9.4241,1.6114,6.274007682458387,7810,8560,490,9.603072983354677,6.274007682458387,37.254901960784316,7.8431372549019605,29.411764705882355,Shortage
North Dakota,Technical,52700,-0.265,12.2721,10.200330821540158,54410,58190,5550,6.947252343319232,10.200330821540158,60.78431372549019,68.62745098039215,-7.843137254901961,Balanced
Ohio,Digital,151340,2.2844,2.7268,5.962793280577537,144060,151760,8590,5.344995140913511,5.962793280577537,21.568627450980394,47.05882352941176,-25.490196078431367,Surplus
Ohio,Technical,776700,-1.0195,13.9941,9.363878450013688,803620,796950,75250,-0.8299942759015466,9.363878450013688,13.725490196078432,80.3921568627451,-66.66666666666666,Surplus
Oklahoma,Digital,40490,4.3557,2.3711,6.260575296108291,41370,44070,2590,6.526468455402457,6.260575296108291,35.294117647058826,33.33333333333333,1.9607843137254974,Balanced
Oklahoma,Technical,217680,-0.9735,12.7471,9.522966634215416,225980,229110,21520,1.385078325515532,9.522966634215416,21.568627450980394,74.50980392156863,-52.94117647058824,Surplus
Oregon,Digital,63890,2.9322,3.2479,6.502525252525253,63360,69480,4120,9.659090909090917,6.502525252525253,62.745098039215684,66.66666666666666,-3.9215686274509736,Balanced
Oregon,Technical,222520,-2.6682,11.3119,10.316904490939333,228460,241000,23570,5.488925851352544,10.316904490939333,68.62745098039215,47.05882352941176,21.568627450980394,Shortage
Pennsylvania,Digital,181360,3.9253,2.9905,6.346698627151885,183560,198320,11650,8.040967531052523,6.346698627151885,45.09803921568628,56.86274509803921,-11.764705882352935,Balanced
Pennsylvania,Technical,682040,-0.9383,11.2462,9.760355277490714,716060,732930,69890,2.355947825601201,9.760355277490714,35.294117647058826,41.17647058823529,-5.882352941176464,Balanced
Rhode Island,Digital,16390,-11.0206,3.2692,6.222466960352422,18160,19420,1130,6.93832599118942,6.222466960352422,33.33333333333333,72.54901960784314,-39.21568627450981,Surplus
Rhode Island,Technical,52940,-2.4507,10.5597,9.83524712930604,60090,61840,5910,2.91229821933765,9.83524712930604,41.17647058823529,35.294117647058826,5.882352941176464,Balanced
South Carolina,Digital,57250,5.9989,2.4836,7.025631569242117,54230,61330,3810,13.09238428913886,7.025631569242117,76.47058823529412,37.254901960784316,39.2156862745098,Shortage
South Carolina,Technical,327760,-1.2116,14.219,10.846314810509183,344080,374610,37320,8.872936526389207,10.846314810509183,92.15686274509804,82.35294117647058,9.803921568627459,Balanced
South Dakota,Digital,9670,0.1035,2.1142,6.393606393606394,10010,10950,640,9.390609390609384,6.393606393606394,49.01960784313725,23.52941176470588,25.49019607843137,Shortage
South Dakota,Technical,57890,-0.3443,12.6569,10.693739424703892,59100,64170,6320,8.578680203045685,10.693739424703892,88.23529411764706,72.54901960784314,15.686274509803923,Shortage
Tennessee,Digital,82790,1.4708,2.525,6.897851488880513,79590,89890,5490,12.941324286970723,6.897851488880513,70.58823529411765,39.21568627450981,31.372549019607845,Shortage
Tennessee,Technical,450710,-1.0233,13.7464,10.627237088801772,469360,500760,49880,6.68996079768196,10.627237088801772,78.43137254901961,78.43137254901961,0.0,Balanced
Texas,Digital,511360,3.0968,3.6341,8.082860360857755,452810,552660,36600,22.05119144895209,8.082860360857755,96.07843137254902,80.3921568627451,15.686274509803923,Shortage
Texas,Technical,1587400,2.7051,11.2812,10.747324563937626,1557690,1711390,167410,9.867175111864368,10.747324563937626,90.19607843137256,43.13725490196079,47.05882352941177,Shortage
Utah,Digital,73370,1.8179,4.2274,7.6848113601559245,71830,85760,5520,19.39301127662536,7.6848113601559245,94.11764705882352,88.23529411764706,5.882352941176464,Balanced
Utah,Technical,207150,1.3305,11.9354,10.630165782810186,209310,225510,22250,7.739716210405612,10.630165782810186,80.3921568627451,58.82352941176471,21.568627450980387,Shortage
Vermont,Digital,7720,-4.8089,2.5404,5.889724310776942,7980,8110,470,1.6290726817042689,5.889724310776942,15.686274509803921,41.17647058823529,-25.490196078431367,Surplus
Vermont,Technical,31920,-4.6595,10.5038,8.788947677836568,34020,33460,2990,-1.6460905349794275,8.788947677836568,5.88235294117647,33.33333333333333,-27.450980392156858,Surplus
Virginia,Digital,248190,4.1415,6.0397,7.617689015691869,245350,281250,18690,14.632158141430619,7.617689015691869,90.19607843137256,96.07843137254902,-5.882352941176464,Balanced
Virginia,Technical,395400,1.3093,9.622,9.510625379477839,411750,422600,39160,2.635094110503955,9.510625379477839,15.686274509803921,21.568627450980394,-5.882352941176473,Balanced
Washington,Digital,239720,12.439,6.7508,8.364488086122247,222010,251310,18570,13.197603711544525,8.364488086122247,98.0392156862745,100.0,-1.9607843137254974,Balanced
Washington,Technical,371880,-1.6295,10.4726,10.090503197779654,414350,430490,41810,3.895257632436344,10.090503197779654,50.98039215686274,31.372549019607842,19.6078431372549,Shortage
West Virginia,Digital,14520,8.1162,2.0695,7.02247191011236,14240,15940,1000,11.938202247191022,7.02247191011236,74.50980392156863,19.607843137254903,54.90196078431373,Shortage
West Virginia,Technical,79170,-1.1487,11.284,9.636711281070745,78450,80970,7560,3.212237093690251,9.636711281070745,31.372549019607842,45.09803921568628,-13.725490196078436,Balanced
Wisconsin,Digital,81570,-1.0553,2.773,6.287703016241299,86200,92610,5420,7.436194895591641,6.287703016241299,39.21568627450981,49.01960784313725,-9.803921568627445,Balanced
Wisconsin,Technical,458670,-2.8612,15.5929,10.134254566517036,483410,496860,48990,2.7823172876026536,10.134254566517036,54.90196078431373,94.11764705882352,-39.21568627450979,Surplus
Wyoming,Digital,4430,8.8452,1.578,6.169665809768637,3890,4350,240,11.825192802056561,6.169665809768637,31.372549019607842,5.88235294117647,25.49019607843137,Shortage
Wyoming,Technical,35190,-0.8732,12.5347,10.375275938189846,36240,39650,3760,9.409492273730692,10.375275938189846,70.58823529411765,70.58823529411765,0.0,Balanced
